,Prob0,Prob1,Prob2,Prob3,Prob4,Prob5,Prob6,Prob7,Prob8,Prob9,Prob10,Prob11,Prediction,Probability,Real Class,Decision
28,1.4521775e-07,0.0,2.9902132e-22,1.2540296e-19,1.5324447e-23,7.976997e-09,0.9999999,5.697134e-23,4.2088677e-17,4.291088e-20,2.9003543e-18,3.842292e-23,6,0.9999999,6,1
29,2.503783e-09,1.05786706e-10,5.2732964e-37,4.5265187e-15,0.0012304645,8.9852525e-10,9.2586344e-29,1.8018332e-08,3.0458137e-19,0.9987692,2.698355e-07,2.7267248e-09,9,0.9987692,9,1
30,0.007027093,0.040073846,1.1606551e-21,4.4736706e-05,5.6106533e-08,0.14469457,1.4916802e-15,0.0015981832,1.14084e-14,0.8065481,9.746363e-08,1.3185107e-05,9,0.8065481,9,1
31,0.0045942804,7.205679e-08,0.9954015,8.5293795e-13,9.170906e-09,2.7827223e-06,1.4003966e-10,8.4392366e-07,4.6828644e-15,4.9172025e-12,1.9930916e-07,2.5279087e-07,2,0.9954015,2,1
32,5.1603306e-19,8.984747e-33,0.0,4.950991e-35,8.860002e-19,5.2452636e-23,0.0,8.676192e-24,1.0,1.08221045e-16,1.3506655e-24,9.604304e-29,8,1.0,8,1
33,1.0,2.7235214e-24,0.0,2.1482286e-17,3.410498e-26,9.682406e-28,0.0,2.2765776e-31,1.0113987e-21,3.2661635e-16,3.7371403e-16,3.50682e-18,0,1.0,0,1
34,1.8845594e-05,0.006139393,2.0082105e-09,1.931662e-07,0.0004429463,9.55066e-07,1.30687375e-14,9.783476e-06,0.9706041,0.00021704318,1.5880345e-05,0.022550903,8,0.9706041,8,1
35,8.138263e-05,2.7210179e-11,3.2906582e-09,1.8906937e-07,9.558493e-07,6.608342e-08,1.4341826e-10,3.5101195e-08,0.99937147,1.16708705e-08,2.8053357e-08,0.00054592843,8,0.99937147,8,1
36,2.2927644e-09,1.9239894e-12,3.3082941e-24,0.9999994,5.0672295e-08,5.7158223e-07,4.3146574e-27,5.959303e-15,3.458449e-17,5.2897804e-11,2.7661275e-14,1.4659702e-13,3,0.9999994,3,1
37,1.4876619e-05,0.9712253,7.563187e-24,2.8155211e-08,3.6042692e-07,0.020039232,3.329558e-23,3.0944095e-05,2.370467e-16,0.008687285,8.459364e-11,1.8613313e-06,1,0.9712253,1,1
38,0.00053054345,4.3464937e-18,2.5083256e-31,0.9994691,3.4762263e-07,3.3128035e-08,1.2040572e-26,1.5208207e-14,7.1951026e-20,9.63555e-09,8.3526026e-11,7.6897966e-13,3,0.9994691,3,1
39,3.151395e-07,2.9424933e-12,7.533258e-17,1.3261036e-08,4.434289e-09,8.317096e-10,1.6093555e-22,6.549206e-09,5.892555e-21,8.6614704e-17,0.99999964,3.0231945e-10,10,0.99999964,10,1
40,2.2818248e-27,9.722572e-34,0.0,0.0,8.8988363e-23,1.14692356e-26,0.0,1.0,0.0,1.5013824e-32,0.0,2.730271e-25,7,1.0,7,1
41,2.3261701e-09,3.003129e-10,0.0,1.7850054e-14,2.9201583e-06,3.6982667e-11,6.636365e-36,2.8840434e-08,5.6369116e-23,0.999997,3.3064143e-08,8.388319e-10,9,0.999997,9,1
42,0.99996233,5.5937843e-10,7.1011655e-15,1.889136e-09,9.4173514e-12,8.750075e-11,8.568944e-22,5.633621e-08,1.5527925e-14,1.1186175e-11,3.7450052e-05,1.627047e-07,0,0.99996233,0,1
43,0.00024957085,0.99973685,1.5085269e-21,7.4331515e-17,9.19898e-07,1.7355736e-08,1.2460342e-32,1.960078e-09,1.3524112e-12,8.931821e-09,6.2050736e-07,1.2034627e-05,1,0.99973685,1,1
44,0.99998534,3.9531064e-06,8.0183804e-11,8.675304e-09,8.387211e-18,3.6027852e-06,5.0179652e-11,4.750328e-06,1.0973666e-11,4.357705e-11,2.4288045e-06,1.9153503e-12,0,0.99998534,0,1
45,0.0010758898,0.0028810538,1.3483499e-10,0.9959525,1.1145352e-08,7.715156e-05,7.1965415e-17,7.519366e-08,1.7343459e-14,2.94883e-08,1.2374861e-05,9.534627e-07,3,0.9959525,3,1
46,1.0458785e-05,9.8907854e-08,1.7231171e-11,9.326965e-10,0.9928548,2.8603254e-06,5.9279855e-12,1.4586831e-05,1.7698438e-11,0.0029832947,0.0040523848,8.156608e-05,4,0.9928548,4,1
47,0.00041639095,0.9995228,2.7728275e-09,1.5952339e-06,2.1614399e-07,3.1026683e-08,1.1869093e-21,4.0826344e-06,1.1809829e-15,1.5470568e-09,5.486353e-05,1.4324656e-08,1,0.9995228,1,1
48,0.00012493858,5.5111714e-06,2.1350571e-07,7.0391235e-09,0.17322199,1.12794204e-07,1.7651465e-14,4.1485528e-06,1.168754e-05,2.6516007e-05,0.0043569086,0.8222479,11,0.8222479,11,1
49,3.6494074e-09,7.571204e-10,2.2041785e-36,1.6786999e-14,0.0014804396,4.0639445e-10,9.401921e-33,2.345952e-09,3.9516845e-19,0.9985195,1.08629614e-07,2.2797981e-09,9,0.9985195,9,1
50,1.9403195e-05,1.4569282e-06,5.027998e-09,4.979551e-10,0.14202033,2.0924595e-08,3.9614998e-16,2.8805792e-07,3.2125636e-06,2.3165052e-05,0.0069656894,0.8509664,11,0.8509664,11,1
51,0.03782444,1.3766365e-12,3.9395e-12,1.3672779e-17,1.1151487e-05,1.5079043e-07,3.49267e-22,4.1743965e-06,2.0108338e-12,4.638871e-06,0.9621443,1.1093096e-05,10,0.9621443,10,1
52,6.219466e-12,1.0632617e-28,1.5004712e-33,7.4050934e-20,1.22568e-21,1.5771084e-15,3.0057057e-17,1.0,0.0,3.7273097e-12,1.1435998e-13,4.3839293e-11,7,1.0,7,1
53,0.99999845,7.1669976e-11,1.3527355e-25,1.4225494e-06,7.700492e-24,5.2549867e-09,2.8366764e-12,4.8137484e-12,2.0168154e-18,1.481407e-15,1.3541936e-07,1.1672192e-21,0,0.99999845,0,1
54,9.777484e-08,2.6297064e-07,5.0414245e-23,5.988516e-20,0.9999826,3.586803e-08,2.3755807e-26,4.104626e-08,4.2674472e-10,1.1737089e-05,1.9059162e-06,3.3195324e-06,4,0.9999826,4,1
55,1.6262401e-08,0.0,1.3507901e-30,5.8225843e-25,2.0393811e-30,1.6436373e-12,1.0,6.565987e-26,2.4903943e-23,8.452142e-27,7.5720504e-22,1.1525043e-30,6,1.0,6,1
56,8.515337e-22,0.0,0.0,1.0,1.378827e-20,0.0,0.0,1.303955e-26,0.0,1.335471e-22,1.3282939e-34,2.3204244e-32,3,1.0,3,1
57,0.009713303,0.00075731915,8.1415897e-07,0.003829485,0.043737303,0.00088476867,3.9490955e-10,0.44116473,5.4034213e-09,0.0016366926,0.053096298,0.4451793,11,0.4451793,7,0
58,3.761105e-05,2.2388846e-07,6.0044974e-32,1.5058661e-17,1.7230846e-07,2.4647588e-07,1.3346617e-34,1.1154674e-06,9.126112e-20,0.99996066,1.0576647e-15,2.746421e-11,9,0.99996066,9,1
59,1.6167096e-14,9.2280504e-38,0.0,8.8360203e-38,2.4660254e-36,1.0,5.6540176e-34,6.1417875e-32,5.9213436e-32,6.201207e-25,3.2640613e-22,2.2496778e-23,5,1.0,5,1
60,1.3660681e-06,1.1146354e-06,2.7357197e-21,4.6407163e-11,0.16222307,1.0473992e-05,3.5645123e-22,2.2012346e-05,6.8875515e-13,0.8377369,1.8176324e-07,4.914814e-06,9,0.8377369,9,1
61,7.907911e-10,1.4883663e-09,5.0758436e-14,2.3113167e-12,0.9230315,1.4476347e-09,2.2096292e-16,2.8124032e-07,1.4257096e-14,0.07567908,2.7696342e-06,0.00128644,4,0.9230315,4,1
62,1.654066e-08,0.0,2.9707864e-27,5.7429155e-22,9.818666e-25,1.2484217e-11,1.0,4.9557993e-24,2.5661996e-20,1.4729284e-23,8.734328e-19,2.3647102e-25,6,1.0,6,1
63,0.01886537,1.8556722e-05,6.934206e-10,0.00016188959,0.6777845,0.0016027535,5.0560025e-12,0.01751049,3.4539568e-08,0.04476059,0.23341386,0.005882051,4,0.6777845,4,1
64,5.118093e-07,0.0107961595,1.1348989e-17,4.042245e-12,8.2776e-05,4.711221e-08,4.925215e-22,8.023673e-09,4.872478e-11,4.1581126e-05,0.98906213,1.6837794e-05,10,0.98906213,10,1
65,4.0872812e-05,1.0534387e-08,2.6808355e-08,3.0352868e-07,0.80698204,3.9580978e-06,1.2462678e-10,6.594552e-07,4.2863147e-05,0.17335324,1.0449354e-05,0.019565504,4,0.80698204,9,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,1.0,10,1
67,1.09799885e-07,0.9999908,1.3193182e-19,1.5453087e-10,3.0356894e-06,2.5011748e-10,3.2110133e-22,5.9901186e-07,6.888065e-07,4.2386246e-06,1.5295159e-07,3.5260769e-07,1,0.9999908,1,1
68,1.4000122e-19,1.0462483e-32,0.0,2.8144113e-35,1.4747988e-18,1.5253004e-23,0.0,2.0350046e-24,1.0,2.5536466e-16,1.12119e-24,2.2304019e-29,8,1.0,8,1
69,6.702715e-28,2.528046e-33,0.0,0.0,3.495697e-24,7.430732e-27,0.0,1.0,0.0,1.2931474e-32,0.0,3.0707788e-26,7,1.0,7,1
70,0.0003644703,2.8436755e-13,3.59692e-15,1.0444056e-16,4.239178e-15,3.555701e-05,2.8547404e-09,0.002240932,2.3603968e-09,2.0445569e-10,0.997359,3.3580736e-08,10,0.997359,10,1
71,1.0345851e-07,6.569684e-29,1.2366883e-29,0.9999999,2.9554642e-16,5.082199e-22,2.6152822e-23,1.1636372e-14,2.7839308e-24,1.5024436e-15,6.110583e-19,7.9714734e-17,3,0.9999999,3,1
72,0.026025772,5.055755e-06,0.973879,4.830705e-09,4.761805e-06,6.0814487e-05,6.089974e-07,8.579936e-06,1.0454513e-08,3.518048e-07,3.7662514e-06,1.1302736e-05,2,0.973879,2,1
73,8.1108853e-10,1.0820545e-22,8.672277e-34,1.9392665e-26,1.5773564e-21,1.0,5.1628626e-22,1.4249092e-20,3.9365306e-16,2.0531262e-16,3.406395e-15,2.0311308e-20,5,1.0,5,1
74,0.9999938,1.1574624e-06,3.6880143e-10,6.380987e-07,1.01952815e-19,3.0647116e-06,3.5025877e-10,6.268104e-07,4.6772772e-12,7.052406e-11,7.289332e-07,1.8619548e-12,0,0.9999938,0,1
75,2.1809626e-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4196176e-38,1.5846548e-35,2.3290549e-38,5,1.0,5,1
76,3.8573526e-11,6.4995337e-15,3.928419e-21,7.639934e-24,3.1927235e-07,1.27491716e-23,0.0,8.1897075e-15,1.8769283e-11,1.841681e-16,8.272111e-08,0.99999964,11,0.99999964,11,1
77,0.00030468972,1.0227296e-09,2.6611093e-17,0.99968684,7.253816e-06,1.1355386e-06,9.4768926e-20,6.47636e-10,3.976163e-15,9.2284345e-08,1.659773e-08,6.043217e-11,3,0.99968684,3,1
78,0.009531917,3.086917e-07,0.99045485,2.4044575e-11,2.2144219e-08,7.2302337e-06,9.2873986e-10,3.287594e-06,1.1157681e-13,1.6147701e-10,1.1956397e-06,1.1715035e-06,2,0.99045485,2,1
79,1.794526e-05,2.500529e-07,8.481434e-09,1.6414673e-07,0.90789866,2.7344406e-06,2.4643029e-11,2.2697561e-06,2.2957569e-07,0.08886006,6.525054e-06,0.0032111746,4,0.90789866,4,1
80,0.062473565,0.30767438,5.284638e-09,0.049251463,0.0048212656,0.00026256987,3.3595775e-15,0.017208533,3.9589114e-08,0.025693279,0.5038148,0.028800098,10,0.5038148,1,0
81,5.723319e-09,7.1528687e-14,2.0068339e-20,1.5465117e-11,0.99673706,6.3815786e-11,1.8698813e-14,2.3149535e-06,4.7147873e-19,0.0032571538,7.984876e-09,3.4160173e-06,4,0.99673706,4,1
82,2.6522152e-06,6.069661e-25,5.614441e-17,5.896267e-16,7.772825e-15,1.0374689e-12,7.347993e-09,5.5828366e-08,1.5664207e-14,9.7860874e-14,0.9999974,2.700596e-11,10,0.9999974,10,1
83,9.651826e-05,1.1545506e-20,4.048965e-11,3.5950873e-08,5.6184535e-10,3.7524114e-06,2.4762423e-05,9.310543e-06,3.1630255e-17,4.5588207e-11,0.9998653,2.526551e-07,10,0.9998653,10,1
84,6.248419e-08,0.0,3.77254e-20,1.3554761e-16,1.0645983e-18,2.6537524e-08,0.9999999,9.465763e-21,1.9371993e-15,1.2292979e-16,5.5065807e-15,4.8657633e-19,6,0.9999999,6,1
85,0.0005163659,0.99819356,1.5906715e-17,1.1794232e-08,3.796716e-05,3.540937e-07,6.9522605e-17,1.0846055e-05,2.7235624e-06,0.0007046247,0.00029931226,0.00023420944,1,0.99819356,1,1
86,1.7609308e-07,2.97445e-09,1.7398639e-15,1.37313155e-14,1.3541876e-05,3.564794e-17,2.459892e-28,9.027907e-10,1.2684664e-08,1.3023775e-11,9.180817e-07,0.99998534,11,0.99998534,11,1
87,1.408655e-09,0.0,3.1695217e-28,3.35464e-26,6.0360913e-29,3.10572e-11,1.0,1.9510923e-28,3.2050127e-20,1.9861487e-26,1.356869e-22,2.6658593e-29,6,1.0,6,1
88,8.537692e-07,0.9999802,2.6050113e-26,6.389477e-21,1.8605553e-05,8.724714e-08,0.0,7.2520874e-09,2.1938524e-15,1.5274836e-07,7.1608066e-09,5.3367295e-08,1,0.9999802,1,1
89,4.078242e-05,1.5892159e-08,4.43923e-09,1.6760087e-09,0.88563603,3.3638983e-06,4.7035535e-11,3.797078e-07,5.0091137e-07,0.113223195,1.1433011e-06,0.00109453,4,0.88563603,4,1
90,9.404701e-05,1.3396317e-10,1.4584719e-15,2.9374233e-12,2.3807743e-14,0.99990594,5.4201116e-11,7.919729e-10,5.1845065e-12,1.4869757e-09,6.631926e-10,8.2130497e-10,5,0.99990594,5,1
91,0.9983923,0.00035050357,3.3082127e-15,1.3233531e-05,1.8588199e-07,4.422493e-06,6.061151e-15,2.9574767e-07,8.316038e-11,0.0008065811,1.4040386e-05,0.00041837673,0,0.9983923,0,1
92,0.0011562217,2.9911647e-05,3.3222162e-12,0.9833239,9.450456e-05,0.0038066928,1.5819807e-11,2.1753257e-07,1.2118641e-08,0.009506632,0.0017252776,0.0003566917,3,0.9833239,3,1
93,9.311011e-05,0.9366693,2.463799e-21,2.420429e-07,7.300003e-06,0.043089814,3.2358845e-22,0.000122023215,2.104968e-14,0.019993046,2.5458366e-10,2.526407e-05,1,0.9366693,1,1
94,1.2100443e-07,5.709664e-07,4.7156693e-19,1.34003685e-11,0.052372433,9.0248074e-07,9.977912e-23,1.544637e-07,1.7621182e-10,0.9475045,1.0355765e-05,0.00011099741,9,0.9475045,9,1
95,0.9996362,2.650867e-05,7.614553e-13,2.2491914e-10,7.2561106e-12,6.997151e-05,3.529097e-15,2.9475754e-05,1.5655037e-07,1.3042512e-06,0.00023095477,5.500196e-06,0,0.9996362,0,1
96,7.8496676e-08,1.5818031e-08,1.7274467e-20,1.6685184e-17,0.11823194,4.2979038e-14,3.9429036e-25,1.1738215e-10,4.643847e-10,3.8241414e-08,0.6592907,0.2224773,10,0.6592907,10,1
97,0.024456438,2.1566925e-07,0.97544414,1.1095174e-12,9.654395e-09,9.7505435e-05,4.9829755e-08,1.0111864e-06,2.5464515e-13,1.490277e-11,6.783478e-07,4.2504503e-08,2,0.97544414,2,1
98,7.7344237e-07,1.2882239e-09,3.5535524e-19,6.1932485e-18,3.0248275e-06,2.2690474e-12,1.0293347e-31,2.0006469e-06,4.4903016e-16,1.6186529e-14,2.30702e-05,0.99997115,11,0.99997115,11,1
99,2.3716517e-07,2.4263824e-07,0.0,1.7262607e-09,4.551952e-06,1.5489932e-05,8.417619e-17,0.9930234,7.529099e-29,0.00695588,9.857485e-09,1.4242774e-07,7,0.9930234,7,1
100,2.4925223e-05,0.001656093,3.162638e-09,1.406029e-10,0.018502545,6.116355e-08,4.1501907e-16,3.113262e-05,0.009202066,0.06451324,6.201637e-05,0.90600795,11,0.90600795,11,1
101,1.1196592e-10,1.0160588e-13,6.332893e-10,2.866525e-15,5.513166e-13,1.627739e-08,4.0132516e-13,8.2250436e-11,1.0,2.7483817e-09,3.8943314e-11,1.2731962e-13,8,1.0,8,1
102,1.2558293e-12,1.24694906e-29,0.0,6.143114e-35,3.990805e-34,1.0,2.2853256e-28,1.1865e-25,3.866088e-27,5.806376e-23,7.893622e-23,8.94799e-23,5,1.0,5,1
103,0.00020636691,0.0042170733,9.282241e-11,9.903113e-07,0.15289828,0.0003665559,8.190036e-18,0.0152551085,9.7577595e-06,0.0137739815,0.80502224,0.008249682,10,0.80502224,10,1
104,6.463288e-08,5.22876e-16,1.2639218e-13,1.9080359e-11,4.6666354e-10,2.3337913e-11,3.9622923e-16,4.3256378e-11,0.9999732,1.4535012e-12,2.2464697e-12,2.6644582e-05,8,0.9999732,8,1
105,0.00079182297,1.7897578e-06,7.7154476e-14,0.97392875,0.00015319725,0.010770846,5.2299463e-12,8.919224e-08,7.7272935e-09,0.013021524,0.0008972359,0.00043467424,3,0.97392875,3,1
106,0.0046948707,3.4453848e-08,9.231833e-16,0.44005919,0.026598368,0.46021038,7.6765406e-13,3.1962602e-06,9.596309e-09,0.06493588,0.00023047019,0.0032675765,5,0.46021038,5,1
107,4.2282975e-22,1.8522553e-33,1.309031e-30,3.313213e-29,1.9259187e-15,4.5750025e-22,6.035072e-31,2.8533956e-26,1.0,2.3414355e-17,2.2125208e-22,5.673359e-25,8,1.0,8,1
108,0.0134575125,0.9855159,2.5508043e-14,5.5570083e-05,1.6091326e-05,4.885072e-09,1.4174055e-16,9.453325e-06,2.1489202e-09,0.0005409712,0.00040384303,6.3614453e-07,1,0.9855159,1,1
109,1.0,8.077733e-15,3.329598e-35,2.5340375e-14,3.5041374e-30,1.9495284e-11,5.340904e-17,7.6330925e-16,1.4733172e-14,3.1537747e-14,1.6373452e-08,4.528353e-27,0,1.0,0,1
110,0.012152737,0.0003467423,1.3632049e-05,0.0005884795,4.3247554e-05,0.00020953048,0.001962957,0.73147523,8.418945e-11,0.0051008957,0.00011971123,0.24798673,7,0.73147523,7,1
111,0.045579195,0.009335055,1.4149262e-08,0.9373308,0.00020516144,0.00036516876,1.1286961e-10,1.5237169e-05,4.5351688e-05,0.0043544183,0.0008838973,0.0018857258,3,0.9373308,3,1
112,0.02213912,0.19933353,3.0557948e-07,0.7312646,0.0015724449,0.0077509726,4.6045508e-11,0.0001827247,0.0001493824,0.03125965,0.004456977,0.0018903415,3,0.7312646,1,0
113,0.0004931059,1.7402782e-10,4.7077185e-19,0.9994886,1.7173787e-05,9.568898e-07,6.925143e-20,9.746454e-10,2.4795117e-15,7.273815e-08,1.8174847e-08,1.1501286e-10,3,0.9994886,3,1
114,1.1155063e-11,1.8842526e-27,0.0,1.6083798e-30,3.0547173e-24,1.0,7.420663e-23,3.4771856e-23,8.212611e-15,5.2774873e-19,1.7743798e-17,7.3240643e-22,5,1.0,5,1
115,3.5266488e-25,1.1261083e-28,0.0,0.0,1.7402908e-19,1.382132e-23,0.0,1.0,0.0,1.5975704e-28,1.1253566e-36,2.129554e-23,7,1.0,7,1
116,1.0460749e-28,1.6159232e-33,0.0,0.0,1.9535774e-23,6.6955335e-28,0.0,1.0,0.0,5.866216e-32,4.217842e-37,6.841648e-27,7,1.0,7,1
117,9.306944e-12,1.4245499e-11,7.71326e-26,1.6520793e-21,0.00028861727,3.594629e-11,1.4811982e-34,3.5823226e-11,1.0802155e-15,0.9996345,9.197565e-09,7.6814395e-05,9,0.9996345,9,1
118,8.75609e-09,0.0,1.4870962e-27,1.6856957e-23,2.8139075e-27,1.2427389e-11,1.0,3.2785446e-25,1.5616768e-20,2.0168212e-23,1.6278562e-20,6.451645e-28,6,1.0,6,1
119,1.7503067e-05,5.187061e-07,1.03804655e-33,7.4753804e-13,0.0024494608,2.2002276e-08,3.216191e-30,1.0027428e-06,9.030867e-17,0.9975313,7.5241495e-08,9.208778e-09,9,0.9975313,9,1
120,0.00037453594,1.02123095e-10,3.2094743e-20,0.99958295,4.0892766e-05,1.4412784e-06,7.0090665e-20,8.672933e-10,2.506527e-15,6.750295e-08,3.1948723e-08,2.9886897e-09,3,0.99958295,3,1
121,6.7071926e-07,1.6237229e-22,4.859337e-21,7.815004e-21,4.8372753e-20,7.006857e-11,3.5362809e-12,6.8341436e-08,1.8640506e-12,3.370173e-13,0.99999917,8.316286e-13,10,0.99999917,10,1
122,0.019508785,1.5935924e-06,0.98047024,2.0212854e-09,8.578314e-08,1.3920168e-05,1.1201895e-07,1.8027603e-06,2.6036606e-10,7.4260925e-08,5.08346e-07,2.8861598e-06,2,0.98047024,2,1
123,0.0046914606,0.017760295,6.252658e-11,1.9887982e-07,0.05188577,3.1096092e-06,5.6846075e-17,0.00092446705,1.281484e-06,0.82001215,0.08787946,0.016841851,9,0.82001215,4,0
124,1.5368362e-06,0.0,1.2459062e-21,2.2028504e-21,1.3077511e-30,5.6510274e-10,0.99999845,4.2393123e-19,1.1652801e-20,2.2824379e-21,5.8625127e-18,2.0661888e-24,6,0.99999845,6,1
125,0.00090275507,0.0018693072,4.304169e-10,1.4673201e-05,0.12530033,0.00030335676,1.00937204e-16,0.02805294,6.2318472e-06,0.0026496404,0.76164126,0.07925957,10,0.76164126,4,0
126,2.4138048e-12,3.6232938e-16,2.485244e-13,7.0007154e-19,1.490503e-13,1.3962613e-10,2.0085965e-17,1.0604431e-12,1.0,4.6178394e-10,9.80166e-13,6.3565596e-15,8,1.0,8,1
127,9.9504206e-08,1.6830124e-09,2.9037244e-15,3.6794417e-15,1.790736e-05,3.2870106e-17,1.7190961e-28,8.4657686e-10,1.0172521e-08,7.879736e-12,1.0900862e-06,0.9999809,11,0.9999809,11,1
